"series","region","subregion","ICES_ecoregion","country","station_code","station_name","station_long_name","latitude","longitude","MSTAT","WLTYP","determinand","determinand_group","species","matrix","basis","unit","sex","metoa","mammal_group","shape","colour","n_year_all","n_year_fit","n_year_positive","first_year_all","first_year_fit","last_year","p_nonlinear","p_linear","p_overall","p_linear_trend","linear_trend","p_recent_trend","recent_trend","detectable_trend","mean_last_year","climit_last_year","BAC_type","BAC_value","BAC_diff","BAC_achieved","BAC_below","EAC_type","EAC_value","EAC_diff","EAC_achieved","EAC_below","HQS","HQS_diff","HQS_achieved","HQS_below"
"Norway_30B Oslo City area HG Gadus morhua MU Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","4684","30B Oslo City area","30B Inner Oslofjord",59.81265,10.55183,"IH","CF","HG","Metals","Gadus morhua","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",36,36,36,1984,1984,2020,0.0036,0,0,0.0012,2.1,0.8809,0.1,10.5,182.40502080996328,232.91000938709078,,,,,,"EQS.OSPAR",20,212.91000938709078,3000,"above",500,-267.0899906129092,2020,"below"
"Norway_31A Solbergstrand HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","4963","31A Solbergstrand","31A Solbergstrand, Mid Oslofjord",59.6155,10.6515,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","green",36,36,35,1983,1983,2020,1e-4,0.0865,0,0.0914,-1.1,0.5125,0.7,12,75.80203071034647,99.51019779427108,"BAC",90,9.510197794271079,2020,"above","EQS.OSPAR",121.95121951219514,-22.44102171792406,2020,"below",3048.7804878048782,-2949.2702900106074,2020,"below"
"Norway_33F Sande (east side) HG Platichthys flesus MU Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","4970","33F Sande (east side)","33F Sande, Mid Oslofjord",59.52833,10.35,"RH","CF","HG","Metals","Platichthys flesus","MU","W","ug/kg",,,"Not_applicable","upward_triangle","red",35,35,35,1983,1983,2020,0,0.5819,0,0.4718,0.5,0,4.8,10.4,133.09975114069783,174.17395420934207,,,,,,"EQS.OSPAR",20,154.17395420934207,3000,"above",500,-325.82604579065793,2020,"below"
"Norway_35A Mølen HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","4972","35A Mølen","35A Mølen, Mid Oslofjord",59.48359,10.49499,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",32,32,31,1983,1983,2017,0.0178,0.9433,0.0178,0.7104,0.3,0.0328,3.5,15.4,100.22031774856735,142.81220871384414,"BAC",90,52.81220871384414,3000,"above","EQS.OSPAR",121.95121951219514,20.860989201649005,2017,"above",3048.7804878048782,-2905.968279091034,2017,"below"
"Norway_36A1 Tjøme HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","4850","36A1 Tjøme","36A Tjøme, Outer Oslofjord",59.07357,10.42522,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","blue",33,33,32,1983,1983,2020,,0.6445,0.6445,0.6445,-0.2,0.6445,-0.2,13,51.41572276923079,62.864792527927186,"BAC",90,-27.135207472072814,2020,"above","EQS.OSPAR",121.95121951219514,-59.08642698426795,2020,"below",3048.7804878048782,-2985.9156952769513,2020,"below"
"Norway_36B Færder area HG Gadus morhua LI Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","4976","36B Færder area","36B Tjøme, Outer Oslofjord",59.0405,10.43583,"RH","CF","HG","Metals","Gadus morhua","LI","W","ug/kg",,,"Not_applicable","","black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norway_36F Færder area HG Limanda limanda MU Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","4977","36F Færder area","36F Tjøme, Outer Oslofjord",59.0405,10.43583,"RH","CF","HG","Metals","Limanda limanda","MU","W","ug/kg",,,"Not_applicable","upward_triangle","red",26,26,26,1990,1990,2016,0,0,0,0,5.5,0,10.6,8.6,330.63964434752575,416.0931339574176,,,,,,"EQS.OSPAR",20,396.0931339574176,3000,"above",500,-83.90686604258241,2016,"below"
"Norway_71A Bjørkøya (Risøyodden) HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5104","71A Bjørkøya (Risøyodden)","71A Bjørkøya, Langesundfjord",59.02333,9.75367,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",34,34,34,1983,1983,2020,0.0042,0.4207,0.0029,0.9697,-0,0.0273,2.7,11.7,268.0648748904579,366.88215994371325,"BAC",90,276.88215994371325,3000,"above","EQS.OSPAR",121.95121951219514,244.9309404315181,3000,"above",3048.7804878048782,-2681.898327861165,2020,"below"
"Norway_71B Grenlandsfjorden Breviks area HG Gadus morhua MU Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","4853","71B Grenlandsfjorden Breviks area","71B Stathelle area, Langesundfjord",59.0465,9.70275,"IH","CF","HG","Metals","Gadus morhua","MU","W","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2017,2017,2020,,,,,,,,11.8,179.2088210087764,251.9464121046408,,,,,,"EQS.OSPAR",20,231.9464121046408,,,500,-248.0535878953592,2020,
"Norway_71G Fugløyskjær HG Littorina littorea SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5105","71G Fugløyskjær","71G Fugløyskjær, Outer Langesundfjord",58.98496,9.80458,"RH","CF","HG","Metals","Littorina littorea","SB","D","ug/kg",,,"Not_applicable","small_open_circle","black",1,1,1,2020,2020,2020,,,,,,,,,83.99999999999999,,,,,,,,,,,,,,,
"Norway_76A2 Ukjent HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","4854","76A2 Ukjent","76A2 Risøya, Risør",58.7327,9.28104,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","green",6,6,6,2015,2015,2020,,0.0254,0.0254,0.0254,-10.9,0.0254,-10.9,6.7,84.29955019103127,108.71075323108911,"BAC",90,18.710753231089114,2020,"above","EQS.OSPAR",121.95121951219514,-13.240466281106023,2020,"above",3048.7804878048782,-2940.069734573789,2020,"below"
"Norway_I023 Singlekalven (south) HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5019","I023 Singlekalven (south)","I023 Singlekalven, Hvaler",59.09511,11.13678,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",24,24,24,1995,1995,2020,,0.6694,0.6694,0.6694,-0.4,0.6694,-0.4,14.5,156.95904482310468,201.78293960993093,"BAC",90,111.78293960993093,2155,"above","EQS.OSPAR",121.95121951219514,79.8317200977358,2081,"above",3048.7804878048782,-2846.9975481949473,2020,"below"
"Norway_I024 Kirkøy (north west) HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5020","I024 Kirkøy (north west)","I024 Kirkøy, Hvaler",59.07905,10.98734,"RH","CE","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",22,22,22,1995,1995,2020,,0.5824,0.5824,0.5824,-0.6,0.5824,-0.6,16.6,218.68900857059083,296.16861844445464,"BAC",90,206.16861844445464,2163,"above","EQS.OSPAR",121.95121951219514,174.2173989322595,2114,"above",3048.7804878048782,-2752.6118693604235,2020,"below"
"Norway_I131A Lastad HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5022","I131A Lastad","I131A Lastad, Søgne",58.05557,7.7083,"IH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","green",23,23,23,1995,1995,2020,,0.099,0.099,0.099,1.3,0.099,1.3,11.1,91.64554889548828,111.43908066581535,"BAC",90,21.439080665815354,3000,"above","EQS.OSPAR",121.95121951219514,-10.512138846379784,2020,"above",3048.7804878048782,-2937.341407139063,2020,"below"
"Norway_I133 Odderø (west) HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5025","I133 Odderø (west)","I133 Odderøya, Kristiansand harbour",58.13167,8.00167,"IH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",9,9,9,2009,2009,2020,,0.5915,0.5915,0.5915,-1.2,0.5915,-1.2,10.4,153.683248023815,201.64979573280544,"BAC",90,111.64979573280544,2064,"above","EQS.OSPAR",121.95121951219514,79.6985762206103,2039,"above",3048.7804878048782,-2847.1306920720726,2020,"below"
"Norway_I301 Akershuskaia HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5030","I301 Akershuskaia","I301 Akershuskaia, Inner Oslofjord",59.90533,10.73633,"IH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",25,25,25,1992,1992,2020,,2e-4,2e-4,2e-4,3.1,2e-4,3.1,11.1,122.60771312485396,148.077208964832,"BAC",90,58.07720896483201,3000,"above","EQS.OSPAR",121.95121951219514,26.125989452636873,3000,"above",3048.7804878048782,-2900.703278840046,2020,"below"
"Norway_I304 Gåsøya HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5031","I304 Gåsøya","I304 Gåsøya, Inner Oslofjord",59.85133,10.589,"IH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","red",25,25,25,1992,1992,2020,0.0364,6e-4,1e-4,8e-4,2,2e-4,3.2,8.1,117.89138029678574,142.26251297064633,"BAC",90,52.26251297064633,3000,"above","EQS.OSPAR",121.95121951219514,20.31129345845119,2020,"above",3048.7804878048782,-2906.517974834232,2020,"below"
"Norway_I306 Håøya HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5032","I306 Håøya","I306 Håøya, Inner Oslofjord",59.71333,10.55517,"IH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","green",21,21,21,1992,1992,2017,,1e-4,1e-4,1e-4,2,1e-4,2,5.5,91.33024528598028,102.5918809998037,"BAC",90,12.591880999803706,3000,"above","EQS.OSPAR",121.95121951219514,-19.35933851239143,2017,"below",3048.7804878048782,-2946.1886068050744,2017,"below"
"Norway_I307 Ramtonholmen HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5033","I307 Ramtonholmen","I307 Ramtonholmen, Inner Oslofjord",59.7445,10.52283,"IH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","upward_triangle","green",19,19,18,1995,1995,2016,,0.0087,0.0087,0.0087,2.1,0.0087,2.1,7.9,91.54147400060829,108.82218064497724,"BAC",90,18.822180644977237,3000,"above","EQS.OSPAR",121.95121951219514,-13.1290388672179,2016,"below",3048.7804878048782,-2939.958307159901,2016,"below"
"Norway_I712 Gjemesholmen HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","5035","I712 Gjemesholmen","I712 Croftholmen, Langesundfjord",59.04533,9.70683,"IH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",16,16,16,1998,1998,2015,,0.49370000000000003,0.49370000000000003,0.49370000000000003,0.8,0.49370000000000003,0.8,9.2,242.65444504640087,302.2979381083559,"BAC",90,212.29793810835588,3000,"above","EQS.OSPAR",121.95121951219514,180.34671859616074,3000,"above",3048.7804878048782,-2746.4825496965223,2015,"below"
"Norway_I714 Brevik church HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Norway","10923","I714 Brevik church","I714 Sylterøya, Langesundfjord",59.0514,9.70384,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2015,2015,2018,,,,,,,,13.4,226.0213041556948,335.3040724770451,"BAC",90,245.3040724770451,,,"EQS.OSPAR",121.95121951219514,213.35285296484997,,,3048.7804878048782,-2713.476415327833,2018,
"Sweden_E/W FLADEN HG Clupea harengus MU Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Sweden","6299","E/W FLADEN","E/W FLADEN",57.23333,11.83333,"RH","MO","HG","Metals","Clupea harengus","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",26,26,26,1986,1986,2019,,0.5753,0.5753,0.5753,-0.3,0.5753,-0.3,10.4,24.452800944984638,28.73260715329156,,,,,,"EQS.OSPAR",20,8.73260715329156,2079,"above",500,-471.26739284670845,2019,"below"
"Sweden_E/W FLADEN HG Gadus morhua MU Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Sweden","6299","E/W FLADEN","E/W FLADEN",57.23333,11.83333,"RH","MO","HG","Metals","Gadus morhua","MU","W","ug/kg",,,"Not_applicable","upward_triangle","red",37,37,37,1979,1979,2019,,0.0489,0.0489,0.0489,0.6,0.0489,0.6,8.7,63.772070943012515,72.99304450851989,,,,,,"EQS.OSPAR",20,52.99304450851989,3000,"above",500,-427.0069554914801,2019,"below"
"Sweden_Fjällbacka HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Sweden","5747","Fjällbacka","Fjällbacka",58.63333,11.26167,"RH","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",36,36,36,1980,1980,2019,,0.1257,0.1257,0.1257,1,0.1257,1,17.4,123.5439113406445,156.83144118668932,"BAC",90,66.83144118668932,3000,"above","EQS.OSPAR",121.95121951219514,34.88022167449418,3000,"above",3048.7804878048782,-2891.9490466181887,2019,"below"
"Sweden_Fjällbacka HG Zoarces viviparus MU Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Sweden","5747","Fjällbacka","Fjällbacka",58.63333,11.26167,"RH","C","HG","Metals","Zoarces viviparus","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",18,18,18,1997,1997,2019,2e-4,0.1627,1e-4,0.1547,1.9,0.2315,-1.5,9.6,24.715252176411816,36.25559345480666,,,,,,"EQS.OSPAR",20,16.255593454806657,2033,"above",500,-463.74440654519333,2019,"below"
"Sweden_Kullen Bio HG Clupea harengus MU Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Sweden","12143","Kullen Bio","Kullen Bio",56.325,12.381,"RH","C","HG","Metals","Clupea harengus","MU","W","ug/kg",,,"Not_applicable","small_filled_circle","red",4,4,4,2016,2016,2019,,,,,,,,7.6,32.449643747468464,40.35714331325133,,,,,,"EQS.OSPAR",20,20.357143313251328,,,500,-459.6428566867487,2019,
"Sweden_Nidingen HG Mytilus edulis SB Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Sweden","5955","Nidingen","Nidingen",57.3,11.9,"RH","MO","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","blue",33,33,33,1981,1981,2019,1e-4,0.4428,1e-4,0.3876,-0.4,2e-4,-3.6,10.4,55.514682443584874,68.38651003826044,"BAC",90,-21.61348996173956,2019,"below","EQS.OSPAR",121.95121951219514,-53.5647094739347,2019,"below",3048.7804878048782,-2980.393977766618,2019,"below"
"Sweden_Tjärnö HG Haematopus ostralegus EH Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Sweden","6118","Tjärnö","Tjärnö",58.86667,11.03333,"B","C","HG","Metals","Haematopus ostralegus","EH","W","ug/kg",,,"Not_applicable","large_filled_circle","green",7,7,7,2012,2012,2019,,0.2493,0.2493,0.2493,2.3,0.2493,2.3,5.1,179.36689255265827,211.20625949076864,"BAC",110,101.20625949076864,3000,"above","EQS.OSPAR",470,-258.7937405092314,2019,"below",,,,
"Sweden_Tjärnö HG Sterna hirundo EH Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Sweden","6118","Tjärnö","Tjärnö",58.86667,11.03333,"B","C","HG","Metals","Sterna hirundo","EH","W","ug/kg",,,"Not_applicable","large_filled_circle","green",7,7,7,2012,2012,2019,,0.8211,0.8211,0.8211,0.5,0.8211,0.5,6.4,164.08148815806578,201.5280998002526,"BAC",110,91.52809980025259,3000,"above","EQS.OSPAR",470,-268.47190019974744,2019,"below",,,,
"Sweden_Väderöarna HG Clupea harengus MU Not_applicable","2","Skagerrak and Kattegat","Greater North Sea","Sweden","6141","Väderöarna","Väderöarna",58.51667,10.9,"RH","MO","HG","Metals","Clupea harengus","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",22,22,22,1996,1996,2019,0.0046,0.7987,0.0044,0.0331,2,0.9171,0.1,7,28.61679317809456,36.30932806549412,,,,,,"EQS.OSPAR",20,16.30932806549412,3000,"above",500,-463.6906719345059,2019,"below"
"Belgium_BCP HG Platichthys flesus MU Not_applicable","2","Southern North Sea","Greater North Sea","Belgium","1","BCP",,51.33333,2.83333,"B","MO","HG","Metals","Platichthys flesus","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",23,23,23,1997,1997,2020,,0.1682,0.1682,0.1682,-1.1,0.1682,-1.1,9.5,83.38094248731298,102.63677410894273,,,,,,"EQS.OSPAR",20,82.63677410894273,2150,"above",500,-397.36322589105725,2020,"below"
"Belgium_DVZ_KNO HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Belgium","3","DVZ_KNO",,51.36483,3.335,"B","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",16,16,16,2001,2001,2020,,0.0817,0.0817,0.0817,-2.7,0.0817,-2.7,12.3,118.08348540111484,150.23245888578873,"BAC",90,60.23245888578873,2030,"above","EQS.OSPAR",121.95121951219514,28.281239373593593,2020,"above",3048.7804878048782,-2898.5480289190896,2020,"below"
"Belgium_DVZ_NWP HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Belgium","4","DVZ_NWP",,51.156,2.73067,"B","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","blue",16,16,16,2001,2001,2020,0.0141,6e-4,0,0.0011,-3.9,0.0011,-3.9,7.8,56.67074942794478,69.11540340628844,"BAC",90,-20.884596593711564,2020,"below","EQS.OSPAR",121.95121951219514,-52.8358161059067,2020,"below",3048.7804878048782,-2979.66508439859,2020,"below"
"Belgium_DVZ_OST HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Belgium","6","DVZ_OST",,51.24183,2.931,"B","C","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","downward_triangle","green",15,15,15,2001,2001,2019,,0,0,0,-5.3,0,-5.3,6.9,89.92225271011456,103.06751316794782,"BAC",90,13.067513167947823,2019,"above","EQS.OSPAR",121.95121951219514,-18.883706344247315,2019,"above",3048.7804878048782,-2945.7129746369305,2019,"below"
"Denmark_DMU R1035 HG Pleuronectes platessa LI Not_applicable","2","Southern North Sea","Greater North Sea","Denmark","763","DMU R1035","North Sea Lyngvig",56.23333,7.96667,"B","MO","HG","Metals","Pleuronectes platessa","LI","W","ug/kg",,,"Not_applicable","large_filled_circle","red",7,7,7,1999,1999,2017,,0.4491,0.4491,0.4491,7.3,0.4491,7.3,73.8,92.4957132152843,968.5960387296285,,,,,,"EQS.OSPAR",20,948.5960387296285,3000,"above",,,,
"Denmark_DMU R1035 HG Pleuronectes platessa MU Not_applicable","2","Southern North Sea","Greater North Sea","Denmark","763","DMU R1035","North Sea Lyngvig",56.23333,7.96667,"B","MO","HG","Metals","Pleuronectes platessa","MU","W","ug/kg",,,"Not_applicable","large_filled_circle","red",9,9,9,1998,1998,2019,,0.4919,0.4919,0.4919,4.6,0.4919,4.6,64.9,75.0043380136923,455.9142366951072,,,,,,"EQS.OSPAR",20,435.9142366951072,3000,"above",500,-44.085763304892794,2019,"below"
"Denmark_LIM-3702-2 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Denmark","186","LIM-3702-2","Limfjorden Lemvig",56.56233,8.297,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2013,2013,2020,,,,,,,,,180.0900450225113,,"BAC",90,90.0900450225113,,,"EQS.OSPAR",121.95121951219514,58.13882551031617,,,3048.7804878048782,-2868.690442782367,2020,
"Denmark_LIM-3702-4 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Denmark","414","LIM-3702-4","Nissum Bredning Hellesø",56.6895,8.245,"RP","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","red",2,2,2,2013,2013,2018,,,,,,,,,195.99999999999991,,"BAC",90,105.99999999999991,,,"EQS.OSPAR",121.95121951219514,74.04878048780478,,,3048.7804878048782,-2852.7804878048782,2018,
"Denmark_LIM-3705-1 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Denmark","294","LIM-3705-1","Kås Bredning",56.65667,8.70633,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","large_filled_circle","red",6,6,6,2010,2010,2015,,0.2712,0.2712,0.2712,6.7,0.2712,6.7,9.9,146.74978334055146,214.50075095140573,"BAC",90,124.50075095140573,3000,"above","EQS.OSPAR",121.95121951219514,92.5495314392106,3000,"above",3048.7804878048782,-2834.2797368534725,2015,"below"
"Denmark_LIM-3720-1 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Denmark","10897","LIM-3720-1","Limfjorden Venoe Bay",56.5235,8.6745,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_filled_circle","red",3,3,3,2012,2012,2018,,,,,,,,14.9,85.14980569708605,157.35460693397607,"BAC",90,67.35460693397607,2018,,"EQS.OSPAR",121.95121951219514,35.403387421780934,2018,,3048.7804878048782,-2891.4258808709023,2018,
"Denmark_LIM-3722-1 HG Mytilus edulis SB Not_applicable","2","Southern North Sea","Greater North Sea","Denmark","11158","LIM-3722-1","Limfjorden Visby Bredning",56.7745,8.51617,"RH","CF","HG","Metals","Mytilus edulis","SB","D","ug/kg",,,"Not_applicable","small_open_circle","blue",2,2,2,2012,2012,2020,,,,,,,,,63.99999999999998,,"BAC",90,-26.00000000000002,2020,,"EQS.OSPAR",121.95121951219514,-57.95121951219516,2020,,3048.7804878048782,-2984.7804878048782,2020,
"Denmark_MFSVK1 HG Pleuronectes platessa MU Not_applicable","2","Southern North Sea","Greater North Sea","Denmark","12893","MFSVK1","Nordsøen, Blåvand",55.3508,8.3252,"RH","MO","HG","Metals","Pleuronectes platessa","MU","W","ug/kg",,,"Not_applicable","small_open_circle","red",1,1,1,2019,2019,2019,,,,,,,,,106.99999999999996,,,,,,,"EQS.OSPAR",20,86.99999999999996,,,500,-393.00000000000006,2019,
